C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res3_w1_tunable_l75.son DE_EMBEDDED Lk=0.0 l=75.0
FREQUENCY (GHz), DB[S12]-DARTWARS_TestChip_res3_w1_tunable_l75
13.0925,-0.232745
13.093,-0.232772
13.0935,-0.232798
13.094,-0.232825
13.0945,-0.232851
13.095,-0.232878
13.0955,-0.232904
13.096,-0.232931
13.0965,-0.232957
13.097,-0.232983
13.0975,-0.23301
13.098,-0.233036
13.0985,-0.233063
13.099,-0.233089
13.0995,-0.233115
13.1,-0.233142
13.1005,-0.233168
13.101,-0.233195
13.1015,-0.233221
13.102,-0.233247
13.1025,-0.233274
13.103,-0.2333
13.1035,-0.233326
13.104,-0.233353
13.1045,-0.233379
13.105,-0.233405
13.1055,-0.233432
13.106,-0.233458
13.1065,-0.233484
13.107,-0.23351
13.1075,-0.233537
13.108,-0.233563
13.1085,-0.233589
13.109,-0.233615
13.1095,-0.233642
13.11,-0.233668
13.1105,-0.233694
13.111,-0.23372
13.1115,-0.233746
13.112,-0.233773
13.1125,-0.233799
13.113,-0.233825
13.1135,-0.233851
13.114,-0.233877
13.1145,-0.233904
13.115,-0.23393
13.1155,-0.233956
13.116,-0.233982
13.1165,-0.234008
13.117,-0.234034
13.1175,-0.23406
13.118,-0.234086
13.1185,-0.234112
13.119,-0.234139
13.1195,-0.234165
13.12,-0.234191
13.1205,-0.234217
13.121,-0.234243
13.1215,-0.234269
13.122,-0.234295
13.1225,-0.234321
13.123,-0.234347
13.1235,-0.234373
13.124,-0.234399
13.1245,-0.234425
13.125,-0.234451
13.1255,-0.234477
13.126,-0.234503
13.1265,-0.234529
13.127,-0.234555
13.1275,-0.234581
13.128,-0.234606
13.1285,-0.234632
13.129,-0.234658
13.1295,-0.234684
13.13,-0.23471
13.1305,-0.234736
13.131,-0.234762
13.1315,-0.234788
13.132,-0.234813
13.1325,-0.234839
13.133,-0.234865
13.1335,-0.234891
13.134,-0.234917
13.1345,-0.234943
13.135,-0.234968
13.1355,-0.234994
13.136,-0.23502
13.1365,-0.235046
13.137,-0.235071
13.1375,-0.235097
13.138,-0.235123
13.1385,-0.235149
13.139,-0.235174
13.1395,-0.2352
13.14,-0.235226
13.1405,-0.235251
13.141,-0.235277
13.1415,-0.235303
13.142,-0.235328
13.1425,-0.235354
13.143,-0.23538
13.1435,-0.235405
13.144,-0.235431
13.1445,-0.235456
13.145,-0.235482
13.1455,-0.235508
13.146,-0.235533
13.1465,-0.235559
13.147,-0.235584
13.1475,-0.23561
13.148,-0.235635
13.1485,-0.235661
13.149,-0.235686
13.1495,-0.235712
13.15,-0.235737
13.1505,-0.235763
13.151,-0.235788
13.1515,-0.235814
13.152,-0.235839
13.1525,-0.235865
13.153,-0.23589
13.1535,-0.235915
13.154,-0.235941
13.1545,-0.235966
13.155,-0.235992
13.1555,-0.236017
13.156,-0.236042
13.1565,-0.236068
13.157,-0.236093
13.1575,-0.236118
13.158,-0.236144
13.1585,-0.236169
13.159,-0.236194
13.1595,-0.236219
13.16,-0.236245
13.1605,-0.23627
13.161,-0.236295
13.1615,-0.23632
13.162,-0.236346
13.1625,-0.236371
13.163,-0.236396
13.1635,-0.236421
13.164,-0.236446
13.1645,-0.236472
13.165,-0.236497
13.1655,-0.236522
13.166,-0.236547
13.1665,-0.236572
13.167,-0.236597
13.1675,-0.236622
13.168,-0.236647
13.1685,-0.236672
13.169,-0.236697
13.1695,-0.236722
13.17,-0.236747
13.1705,-0.236773
13.171,-0.236797
13.1715,-0.236822
13.172,-0.236847
13.1725,-0.236872
13.173,-0.236897
13.1735,-0.236922
13.174,-0.236947
13.1745,-0.236972
13.175,-0.236997
13.1755,-0.237022
13.176,-0.237047
13.1765,-0.237072
13.177,-0.237096
13.1775,-0.237121
13.178,-0.237146
13.1785,-0.237171
13.179,-0.237196
13.1795,-0.237221
13.18,-0.237245
13.1805,-0.23727
13.181,-0.237295
13.1815,-0.237319
13.182,-0.237344
13.1825,-0.237369
13.183,-0.237394
13.1835,-0.237418
13.184,-0.237443
13.1845,-0.237468
13.185,-0.237492
13.1855,-0.237517
13.186,-0.237541
13.1865,-0.237566
13.187,-0.237591
13.1875,-0.237615
13.188,-0.23764
13.1885,-0.237664
13.189,-0.237689
13.1895,-0.237713
13.19,-0.237738
13.1905,-0.237762
13.191,-0.237787
13.1915,-0.237811
13.192,-0.237835
13.1925,-0.23786
13.193,-0.237884
13.1935,-0.237909
13.194,-0.237933
13.1945,-0.237957
13.195,-0.237982
13.1955,-0.238006
13.196,-0.23803
13.1965,-0.238055
13.197,-0.238079
13.1975,-0.238103
13.198,-0.238127
13.1985,-0.238152
13.199,-0.238176
13.1995,-0.2382
13.2,-0.238224
13.2005,-0.238249
13.201,-0.238273
13.2015,-0.238297
13.202,-0.238321
13.2025,-0.238345
13.203,-0.238369
13.2035,-0.238393
13.204,-0.238417
13.2045,-0.238441
13.205,-0.238465
13.2055,-0.238489
13.206,-0.238513
13.2065,-0.238537
13.207,-0.238561
13.2075,-0.238585
13.208,-0.238609
13.2085,-0.238633
13.209,-0.238657
13.2095,-0.238681
13.21,-0.238705
13.2105,-0.238729
13.211,-0.238753
13.2115,-0.238776
13.212,-0.2388
13.2125,-0.238824
13.213,-0.238848
13.2135,-0.238871
13.214,-0.238895
13.2145,-0.238919
13.215,-0.238943
13.2155,-0.238966
13.216,-0.23899
13.2165,-0.239014
13.217,-0.239037
13.2175,-0.239061
13.218,-0.239084
13.2185,-0.239108
13.219,-0.239132
13.2195,-0.239155
13.22,-0.239179
13.2205,-0.239202
13.221,-0.239226
13.2215,-0.239249
13.222,-0.239273
13.2225,-0.239296
13.223,-0.239319
13.2235,-0.239343
13.224,-0.239366
13.2245,-0.23939
13.225,-0.239413
13.2255,-0.239436
13.226,-0.239459
13.2265,-0.239483
13.227,-0.239506
13.2275,-0.239529
13.228,-0.239553
13.2285,-0.239576
13.229,-0.239599
13.2295,-0.239622
13.23,-0.239645
13.2305,-0.239668
13.231,-0.239691
13.2315,-0.239715
13.232,-0.239738
13.2325,-0.239761
13.233,-0.239784
13.2335,-0.239807
13.234,-0.23983
13.2345,-0.239853
13.235,-0.239876
13.2355,-0.239899
13.236,-0.239922
13.2365,-0.239944
13.237,-0.239967
13.2375,-0.23999
13.238,-0.240013
13.2385,-0.240036
13.239,-0.240059
13.2395,-0.240081
13.24,-0.240104
13.2405,-0.240127
13.241,-0.24015
13.2415,-0.240172
13.242,-0.240195
13.2425,-0.240218
13.243,-0.24024
13.2435,-0.240263
13.244,-0.240285
13.2445,-0.240308
13.245,-0.240331
13.2455,-0.240353
13.246,-0.240376
13.2465,-0.240398
13.247,-0.24042
13.2475,-0.240443
13.248,-0.240465
13.2485,-0.240488
13.249,-0.24051
13.2495,-0.240532
13.25,-0.240555
13.2505,-0.240577
13.251,-0.240599
13.2515,-0.240622
13.252,-0.240644
13.2525,-0.240666
13.253,-0.240688
13.2535,-0.24071
13.254,-0.240732
13.2545,-0.240755
13.255,-0.240777
13.2555,-0.240799
13.256,-0.240821
13.2565,-0.240843
13.257,-0.240865
13.2575,-0.240887
13.258,-0.240909
13.2585,-0.240931
13.259,-0.240953
13.2595,-0.240974
13.26,-0.240996
13.2605,-0.241018
13.261,-0.24104
13.2615,-0.241062
13.262,-0.241084
13.2625,-0.241105
13.263,-0.241127
13.2635,-0.241149
13.264,-0.24117
13.2645,-0.241192
13.265,-0.241214
13.2655,-0.241235
13.266,-0.241257
13.2665,-0.241278
13.267,-0.2413
13.2675,-0.241321
13.268,-0.241343
13.2685,-0.241364
13.269,-0.241386
13.2695,-0.241407
13.27,-0.241428
13.2705,-0.24145
13.271,-0.241471
13.2715,-0.241492
13.272,-0.241513
13.2725,-0.241535
13.273,-0.241556
13.2735,-0.241577
13.274,-0.241598
13.2745,-0.241619
13.275,-0.24164
13.2755,-0.241661
13.276,-0.241683
13.2765,-0.241704
13.277,-0.241725
13.2775,-0.241745
13.278,-0.241766
13.2785,-0.241787
13.279,-0.241808
13.2795,-0.241829
13.28,-0.24185
13.2805,-0.241871
13.281,-0.241891
13.2815,-0.241912
13.282,-0.241933
13.2825,-0.241953
13.283,-0.241974
13.2835,-0.241995
13.284,-0.242015
13.2845,-0.242036
13.285,-0.242056
13.2855,-0.242077
13.286,-0.242097
13.2865,-0.242118
13.287,-0.242138
13.2875,-0.242159
13.288,-0.242179
13.2885,-0.242199
13.289,-0.24222
13.2895,-0.24224
13.29,-0.24226
13.2905,-0.24228
13.291,-0.2423
13.2915,-0.242321
13.292,-0.242341
13.2925,-0.242361
13.293,-0.242381
13.2935,-0.242401
13.294,-0.242421
13.2945,-0.242441
13.295,-0.242461
13.2955,-0.242481
13.296,-0.242501
13.2965,-0.24252
13.297,-0.24254
13.2975,-0.24256
13.298,-0.24258
13.2985,-0.242599
13.299,-0.242619
13.2995,-0.242639
13.3,-0.242658
13.3005,-0.242678
13.301,-0.242697
13.3015,-0.242717
13.302,-0.242736
13.3025,-0.242756
13.303,-0.242775
13.3035,-0.242795
13.304,-0.242814
13.3045,-0.242833
13.305,-0.242852
13.3055,-0.242872
13.306,-0.242891
13.3065,-0.24291
13.307,-0.242929
13.3075,-0.242948
13.308,-0.242967
13.3085,-0.242986
13.309,-0.243005
13.3095,-0.243024
13.31,-0.243043
13.3105,-0.243062
13.311,-0.243081
13.3115,-0.2431
13.312,-0.243119
13.3125,-0.243137
13.313,-0.243156
13.3135,-0.243175
13.314,-0.243193
13.3145,-0.243212
13.315,-0.243231
13.3155,-0.243249
13.316,-0.243268
13.3165,-0.243286
13.317,-0.243305
13.3175,-0.243323
13.318,-0.243341
13.3185,-0.24336
13.319,-0.243378
13.3195,-0.243396
13.32,-0.243414
13.3205,-0.243433
13.321,-0.243451
13.3215,-0.243469
13.322,-0.243487
13.3225,-0.243505
13.323,-0.243523
13.3235,-0.243541
13.324,-0.243559
13.3245,-0.243576
13.325,-0.243594
13.3255,-0.243612
13.326,-0.24363
13.3265,-0.243647
13.327,-0.243665
13.3275,-0.243683
13.328,-0.2437
13.3285,-0.243718
13.329,-0.243735
13.3295,-0.243753
13.33,-0.24377
13.3305,-0.243788
13.331,-0.243805
13.3315,-0.243822
13.332,-0.243839
13.3325,-0.243857
13.333,-0.243874
13.3335,-0.243891
13.334,-0.243908
13.3345,-0.243925
13.335,-0.243942
13.3355,-0.243959
13.336,-0.243976
13.3365,-0.243993
13.337,-0.24401
13.3375,-0.244027
13.338,-0.244043
13.3385,-0.24406
13.339,-0.244077
13.3395,-0.244093
13.34,-0.24411
13.3405,-0.244126
13.341,-0.244143
13.3415,-0.244159
13.342,-0.244177
13.3425,-0.244192
13.343,-0.244208
13.3435,-0.244225
13.344,-0.244241
13.3445,-0.244257
13.345,-0.244273
13.3455,-0.244289
13.346,-0.244305
13.3465,-0.244321
13.347,-0.244337
13.3475,-0.244353
13.348,-0.244369
13.3485,-0.244385
13.349,-0.244401
13.3495,-0.244416
13.35,-0.244432
13.3505,-0.244448
13.351,-0.244463
13.3515,-0.244479
13.352,-0.244494
13.3525,-0.24451
13.353,-0.244525
13.3535,-0.24454
13.354,-0.244556
13.3545,-0.244571
13.355,-0.244586
13.3555,-0.244601
13.356,-0.244616
13.3565,-0.244631
13.357,-0.244646
13.3575,-0.244661
13.358,-0.244676
13.3585,-0.244691
13.359,-0.244706
13.3595,-0.244721
13.36,-0.244735
13.3605,-0.24475
13.361,-0.244765
13.3615,-0.244779
13.362,-0.244794
13.3625,-0.244808
13.363,-0.244823
13.3635,-0.244837
13.364,-0.244851
13.3645,-0.244865
13.365,-0.24488
13.3655,-0.244894
13.366,-0.244908
13.3665,-0.244922
13.367,-0.244936
13.3675,-0.24495
13.368,-0.244964
13.3685,-0.244977
13.369,-0.244991
13.3695,-0.245005
13.37,-0.245018
13.3705,-0.245032
13.371,-0.245045
13.3715,-0.245059
13.372,-0.245072
13.3725,-0.245086
13.373,-0.245099
13.3735,-0.245112
13.374,-0.245125
13.3745,-0.245138
13.375,-0.245152
13.3755,-0.245165
13.376,-0.245177
13.3765,-0.24519
13.377,-0.245203
13.3775,-0.245216
13.378,-0.245229
13.3785,-0.245241
13.379,-0.245254
13.3795,-0.245266
13.38,-0.245279
13.3805,-0.245291
13.381,-0.245303
13.3815,-0.245316
13.382,-0.245328
13.3825,-0.24534
13.383,-0.245352
13.3835,-0.245364
13.384,-0.245376
13.3845,-0.245388
13.385,-0.2454
13.3855,-0.245411
13.386,-0.245423
13.3865,-0.245435
13.387,-0.245446
13.3875,-0.245458
13.388,-0.245469
13.3885,-0.245481
13.389,-0.245492
13.3895,-0.245503
13.39,-0.245514
13.3905,-0.245525
13.391,-0.245536
13.3915,-0.245547
13.392,-0.245558
13.3925,-0.245569
13.393,-0.245579
13.3935,-0.24559
13.394,-0.245601
13.3945,-0.245611
13.395,-0.245622
13.3955,-0.245632
13.396,-0.245642
13.3965,-0.245652
13.397,-0.245663
13.3975,-0.245673
13.398,-0.245683
13.3985,-0.245693
13.399,-0.245702
13.3995,-0.245712
13.4,-0.245722
13.4005,-0.245731
13.401,-0.245741
13.4015,-0.24575
13.402,-0.24576
13.4025,-0.245769
13.403,-0.245778
13.4035,-0.245787
13.404,-0.245797
13.4045,-0.245806
13.405,-0.245814
13.4055,-0.245823
13.406,-0.245832
13.4065,-0.245841
13.407,-0.245849
13.4075,-0.245858
13.408,-0.245866
13.4085,-0.245875
13.409,-0.245883
13.4095,-0.245891
13.41,-0.245899
13.4105,-0.245907
13.411,-0.245915
13.4115,-0.245923
13.412,-0.245931
13.4125,-0.245938
13.413,-0.245946
13.4135,-0.245953
13.414,-0.245961
13.4145,-0.245968
13.415,-0.245975
13.4155,-0.245983
13.416,-0.24599
13.4165,-0.245997
13.417,-0.246004
13.4175,-0.24601
13.418,-0.246017
13.4185,-0.246024
13.419,-0.24603
13.4195,-0.246037
13.42,-0.246043
13.4205,-0.246049
13.421,-0.246056
13.4215,-0.246062
13.422,-0.246068
13.4225,-0.246074
13.423,-0.246079
13.4235,-0.246085
13.424,-0.246091
13.4245,-0.246096
13.425,-0.246102
13.4255,-0.246107
13.426,-0.246112
13.4265,-0.246118
13.427,-0.246123
13.4275,-0.246128
13.428,-0.246133
13.4285,-0.246137
13.429,-0.246142
13.4295,-0.246147
13.43,-0.246151
13.4305,-0.246155
13.431,-0.24616
13.4315,-0.246164
13.432,-0.246168
13.4325,-0.246172
13.433,-0.246176
13.4335,-0.24618
13.434,-0.246183
13.4345,-0.246187
13.435,-0.24619
13.4355,-0.246194
13.436,-0.246197
13.4365,-0.2462
13.437,-0.246203
13.4375,-0.246206
13.438,-0.246209
13.4385,-0.246212
13.439,-0.246214
13.4395,-0.246217
13.44,-0.246219
13.4405,-0.246221
13.441,-0.246224
13.4415,-0.246226
13.442,-0.246228
13.4425,-0.246229
13.443,-0.246231
13.4435,-0.246233
13.444,-0.246234
13.4445,-0.246236
13.445,-0.246237
13.4455,-0.246238
13.446,-0.246239
13.4465,-0.24624
13.447,-0.246241
13.4475,-0.246242
13.448,-0.246242
13.4485,-0.246243
13.449,-0.246243
13.4495,-0.246243
13.45,-0.246244
13.4505,-0.246243
13.451,-0.246243
13.4515,-0.246243
13.452,-0.246243
13.4525,-0.246242
13.453,-0.246242
13.4535,-0.246241
13.454,-0.24624
13.4545,-0.246239
13.455,-0.246238
13.4555,-0.246237
13.456,-0.246235
13.4565,-0.246234
13.457,-0.246232
13.4575,-0.24623
13.458,-0.246228
13.4585,-0.246226
13.459,-0.246224
13.4595,-0.246222
13.46,-0.24622
13.4605,-0.246217
13.461,-0.246214
13.4615,-0.246211
13.462,-0.246208
13.4625,-0.246205
13.463,-0.246202
13.4635,-0.246199
13.464,-0.246195
13.4645,-0.246192
13.465,-0.246188
13.4655,-0.246184
13.466,-0.24618
13.4665,-0.246176
13.467,-0.246171
13.4675,-0.246167
13.468,-0.246162
13.4685,-0.246157
13.469,-0.246152
13.4695,-0.246147
13.47,-0.246142
13.4705,-0.246136
13.471,-0.246131
13.4715,-0.246125
13.472,-0.246119
13.4725,-0.246113
13.473,-0.246107
13.4735,-0.246101
13.474,-0.246094
13.4745,-0.246088
13.475,-0.246081
13.4755,-0.246074
13.476,-0.246067
13.4765,-0.24606
13.477,-0.246052
13.4775,-0.246045
13.478,-0.246037
13.4785,-0.246029
13.479,-0.246021
13.4795,-0.246013
13.48,-0.246004
13.4805,-0.245996
13.481,-0.245987
13.4815,-0.245978
13.482,-0.245969
13.4825,-0.24596
13.483,-0.24595
13.4835,-0.245941
13.484,-0.245931
13.4845,-0.245921
13.485,-0.245911
13.4855,-0.245901
13.486,-0.24589
13.4865,-0.24588
13.487,-0.245869
13.4875,-0.245858
13.488,-0.245847
13.4885,-0.245835
13.489,-0.245824
13.4895,-0.245812
13.49,-0.2458
13.4905,-0.245788
13.491,-0.245776
13.4915,-0.245763
13.492,-0.24575
13.4925,-0.245738
13.493,-0.245724
13.4935,-0.245711
13.494,-0.245698
13.4945,-0.245684
13.495,-0.24567
13.4955,-0.245656
13.496,-0.245642
13.4965,-0.245628
13.497,-0.245613
13.4975,-0.245598
13.498,-0.245583
13.4985,-0.245568
13.499,-0.245552
13.4995,-0.245537
13.5,-0.245521
13.5005,-0.245505
13.501,-0.245488
13.5015,-0.245472
13.502,-0.245455
13.5025,-0.245438
13.503,-0.245421
13.5035,-0.245403
13.504,-0.245386
13.5045,-0.245368
13.505,-0.24535
13.5055,-0.245332
13.506,-0.245313
13.5065,-0.245294
13.507,-0.245275
13.5075,-0.245256
13.508,-0.245237
13.5085,-0.245217
13.509,-0.245197
13.5095,-0.245177
13.51,-0.245157
13.5105,-0.245136
13.511,-0.245115
13.5115,-0.245094
13.512,-0.245073
13.5125,-0.245051
13.513,-0.245029
13.5135,-0.245007
13.514,-0.244985
13.5145,-0.244962
13.515,-0.24494
13.5155,-0.244917
13.516,-0.244893
13.5165,-0.24487
13.517,-0.244846
13.5175,-0.244822
13.518,-0.244797
13.5185,-0.244773
13.519,-0.244748
13.5195,-0.244723
13.52,-0.244697
13.5205,-0.244671
13.521,-0.244645
13.5215,-0.244619
13.522,-0.244593
13.5225,-0.244566
13.523,-0.244539
13.5235,-0.244511
13.524,-0.244484
13.5245,-0.244456
13.525,-0.244427
13.5255,-0.244399
13.526,-0.24437
13.5265,-0.244341
13.527,-0.244312
13.5275,-0.244282
13.528,-0.244252
13.5285,-0.244222
13.529,-0.244191
13.5295,-0.24416
13.53,-0.244129
13.5305,-0.244097
13.531,-0.244065
13.5315,-0.244033
13.532,-0.244001
13.5325,-0.243968
13.533,-0.243935
13.5335,-0.243902
13.534,-0.243868
13.5345,-0.243834
13.535,-0.243799
13.5355,-0.243765
13.536,-0.243729
13.5365,-0.243694
13.537,-0.243658
13.5375,-0.243622
13.538,-0.243586
13.5385,-0.243549
13.539,-0.243512
13.5395,-0.243474
13.54,-0.243437
13.5405,-0.243398
13.541,-0.24336
13.5415,-0.243321
13.542,-0.243282
13.5425,-0.243242
13.543,-0.243202
13.5435,-0.243162
13.544,-0.243121
13.5445,-0.24308
13.545,-0.243038
13.5455,-0.242996
13.546,-0.242954
13.5465,-0.242911
13.547,-0.242868
13.5475,-0.242825
13.548,-0.242781
13.5485,-0.242737
13.549,-0.242692
13.5495,-0.242647
13.55,-0.242602
13.5505,-0.242556
13.551,-0.242509
13.5515,-0.242463
13.552,-0.242416
13.5525,-0.242368
13.553,-0.24232
13.5535,-0.242272
13.554,-0.242223
13.5545,-0.242174
13.555,-0.242124
13.5555,-0.242074
13.556,-0.242023
13.5565,-0.241972
13.557,-0.241921
13.5575,-0.241869
13.558,-0.241816
13.5585,-0.241763
13.559,-0.24171
13.5595,-0.241656
13.56,-0.241602
13.5605,-0.241547
13.561,-0.241492
13.5615,-0.241436
13.562,-0.24138
13.5625,-0.241323
13.563,-0.241266
13.5635,-0.241208
13.564,-0.24115
13.5645,-0.241091
13.565,-0.241032
13.5655,-0.240972
13.566,-0.240912
13.5665,-0.240851
13.567,-0.24079
13.5675,-0.240728
13.568,-0.240666
13.5685,-0.240603
13.569,-0.240539
13.5695,-0.240475
13.57,-0.240411
13.5705,-0.240346
13.571,-0.24028
13.5715,-0.240213
13.572,-0.240147
13.5725,-0.240079
13.573,-0.240011
13.5735,-0.239943
13.574,-0.239873
13.5745,-0.239804
13.575,-0.239733
13.5755,-0.239662
13.576,-0.23959
13.5765,-0.239518
13.577,-0.239445
13.5775,-0.239372
13.578,-0.239298
13.5785,-0.239223
13.579,-0.239147
13.5795,-0.239071
13.58,-0.238995
13.5805,-0.238917
13.581,-0.238839
13.5815,-0.238761
13.582,-0.238681
13.5825,-0.238601
13.583,-0.23852
13.5835,-0.238439
13.584,-0.238357
13.5845,-0.238274
13.585,-0.23819
13.5855,-0.238106
13.586,-0.238021
13.5865,-0.237935
13.587,-0.237848
13.5875,-0.237761
13.588,-0.237673
13.5885,-0.237584
13.589,-0.237495
13.5895,-0.237404
13.59,-0.237313
13.5905,-0.237221
13.591,-0.237128
13.5915,-0.237035
13.592,-0.236941
13.5925,-0.236845
13.593,-0.23675
13.5935,-0.236653
13.594,-0.236555
13.5945,-0.236457
13.595,-0.236357
13.5955,-0.236257
13.596,-0.236156
13.5965,-0.236054
13.597,-0.235951
13.5975,-0.235847
13.598,-0.235743
13.5985,-0.235637
13.599,-0.23553
13.5995,-0.235423
13.6,-0.235315
13.6005,-0.235205
13.601,-0.235095
13.6015,-0.234984
13.602,-0.234871
13.6025,-0.234758
13.603,-0.234644
13.6035,-0.234529
13.604,-0.234413
13.6045,-0.234295
13.605,-0.234177
13.6055,-0.234057
13.606,-0.233937
13.6065,-0.233816
13.607,-0.233693
13.6075,-0.233569
13.608,-0.233444
13.6085,-0.233319
13.609,-0.233192
13.6095,-0.233063
13.61,-0.232934
13.6105,-0.232804
13.611,-0.232672
13.6115,-0.232539
13.612,-0.232405
13.6125,-0.23227
13.613,-0.232133
13.6135,-0.231996
13.614,-0.231857
13.6145,-0.231717
13.615,-0.231575
13.6155,-0.231432
13.616,-0.231288
13.6165,-0.231143
13.617,-0.230996
13.6175,-0.230848
13.618,-0.230699
13.6185,-0.230548
13.619,-0.230396
13.6195,-0.230242
13.62,-0.230087
13.6205,-0.229931
13.621,-0.229773
13.6215,-0.229614
13.622,-0.229453
13.6225,-0.229291
13.623,-0.229127
13.6235,-0.228961
13.624,-0.228794
13.6245,-0.228626
13.625,-0.228456
13.6255,-0.228284
13.626,-0.228111
13.6265,-0.227936
13.627,-0.227759
13.6275,-0.227581
13.628,-0.227401
13.6285,-0.227219
13.629,-0.227036
13.6295,-0.226851
13.63,-0.226664
13.6305,-0.226475
13.631,-0.226285
13.6315,-0.226092
13.632,-0.225898
13.6325,-0.225702
13.633,-0.225504
13.6335,-0.225304
13.634,-0.225102
13.6345,-0.224898
13.635,-0.224692
13.6355,-0.224484
13.636,-0.224274
13.6365,-0.224062
13.637,-0.223847
13.6375,-0.223631
13.638,-0.223412
13.6385,-0.223192
13.639,-0.222969
13.6395,-0.222744
13.64,-0.222516
13.6405,-0.222287
13.641,-0.222055
13.6415,-0.22182
13.642,-0.221583
13.6425,-0.221344
13.643,-0.221102
13.6435,-0.220858
13.644,-0.220612
13.6445,-0.220362
13.645,-0.220111
13.6455,-0.219856
13.646,-0.219599
13.6465,-0.219339
13.647,-0.219077
13.6475,-0.218812
13.648,-0.218544
13.6485,-0.218273
13.649,-0.217999
13.6495,-0.217722
13.65,-0.217443
13.6505,-0.21716
13.651,-0.216875
13.6515,-0.216586
13.652,-0.216294
